0.38269	4.54466	1.80594
0.38507	4.60928	1.75953
0.38748	4.6729	1.69278
0.38991	4.72925	1.60256
0.39238	4.77184	1.49462
0.39488	4.79648	1.37983
0.39741	4.8022	1.26792
0.39998	4.79233	1.16574
0.40257	4.77062	1.07612
0.4052	4.74096	0.99625
0.40787	4.70649	0.92513
0.41057	4.66981	0.86264
0.41331	4.63231	0.80776
0.41608	4.59481	0.75922
0.41889	4.55779	0.71537
0.42174	4.52159	0.67568
0.42463	4.48647	0.63974
0.42756	4.45238	0.60841
0.43053	4.41933	0.57917
0.43354	4.38737	0.55158
0.43659	4.35662	0.52599
0.43969	4.32691	0.5025
0.44283	4.29825	0.48052
0.44602	4.27052	0.46065
0.44925	4.24373	0.44258
0.45253	4.21784	0.42607
0.45586	4.1928	0.40951
0.45923	4.16862	0.39289
0.46266	4.14532	0.37853
0.46614	4.12287	0.36477
0.46967	4.10122	0.35095
0.47325	4.08033	0.33989
0.47689	4.06013	0.32611
0.48059	4.04062	0.31281
0.48435	4.02176	0.30144
0.48816	4.00342	0.29232
0.49203	3.98562	0.28061
0.49597	3.96841	0.27147
0.49997	3.95179	0.26254
0.50403	3.93573	0.25309
0.50817	3.92027	0.24378
0.51237	3.90541	0.23585
0.51664	3.89112	0.22818
0.52098	3.87741	0.22081
0.52539	3.86441	0.21392
0.52988	3.85208	0.20786
0.53445	3.84014	0.20146
0.5391	3.82816	0.1938
0.54383	3.81584	0.18485
0.54864	3.80283	0.1752
0.55354	3.78914	0.16605
0.55853	3.77505	0.15803
0.5636	3.76098	0.15107
0.56877	3.74724	0.14477
0.57404	3.73401	0.13859
0.5794	3.72138	0.13257
0.58487	3.70947	0.12662
0.59044	3.69729	0.12068
0.59612	3.68698	0.11463
0.60191	3.6774	0.10822
0.60781	3.66839	0.10053
0.61382	3.66031	0.09378
0.61996	3.65646	0.08744
0.62623	3.65883	0.0767
0.63262	3.65649	0.04463
0.63914	3.63391	0.02279
0.64579	3.60872	0.01003
0.65259	3.58846	0.00456
0.65954	3.56795	0.0037
0.66663	3.54933	0.00165
0.67387	3.5324	0.000779
0.68128	3.51679	0.000311
0.68885	3.50219	0.000134
0.69659	3.48855	0.000186
0.7045	3.47583	0.000103
0.7126	3.46395	0.000028
0.72089	3.45269	0
0.72937	3.44177	0
0.73805	3.43136	0
0.74694	3.42146	0
0.75605	3.41153	0
0.76539	3.40126	0
0.77495	3.39096	0
0.78476	3.38038	0
0.79482	3.36976	0
0.80515	3.35937	0
0.81574	3.35031	0
0.82662	3.34345	0
0.83779	3.33552	0
0.84926	3.32911	0
0.86106	3.32328	0
0.87319	3.31743	0
0.88566	3.31106	0
0.8985	3.30499	0
0.91171	3.29857	0
0.92532	3.29224	0
0.93934	3.28597	0
0.95379	3.28148	0
0.96869	3.27722	0
0.98407	3.27344	0
0.99994	3.26982	0
1.01633	3.26612	0
1.03327	3.26116	0
1.05078	3.25594	0
1.0689	3.25084	0
1.08765	3.24586	0
1.10708	3.24101	0
1.12721	3.23628	0
1.14808	3.23165	0
1.16974	3.22714	0
1.19224	3.22274	0
1.21561	3.21845	0
1.23993	3.21426	0
1.26523	3.21016	0
1.29159	3.20615	0
1.31907	3.20223	0
1.34775	3.1984	0
1.3777	3.19465	0
1.40901	3.191	0
1.44177	3.18743	0
1.4761	3.18393	0
1.5121	3.18052	0
1.54991	3.17717	0
1.58965	3.17389	0
1.63148	3.17154	0
1.67558	3.1692	0
1.72212	3.16686	0
1.77132	3.16453	0
1.82342	3.16215	0
1.87868	3.15895	0

